code,number_occurrences,root,description
ثمنين,1,ثمن,"""Non traduit pour le moment"""
ثمنى,1,ثمن,"""Non traduit pour le moment"""
وثمنية,1,ثمن,et huit
ثمود,12,ثمود,"le peuple des Thamoudéens,"
وثمود,9,ثمود,"et du peuple des Thamoudéens,"
وثمودا,3,ثمود,"""Non traduit pour le moment"""
ثمودا,1,ثمود,"""Non traduit pour le moment"""
لثمود,1,ثمود,"""Non traduit pour le moment"""
اثنين,10,ثني,"deux,"
اثنتين,4,ثني,deux
مثنى,3,ثني,une paire
اثنتا,2,ثني,deux (plus)
ثانى,2,ثني,"""Non traduit pour le moment"""
اثنى,1,ثني,deux
اثنان,1,ثني,de deux
اثنتى,1,ثني,(en) deux
اثنا,1,ثني,deux (plus)
يثنون,1,ثني,"""Non traduit pour le moment"""
المثانى,1,ثني,"""Non traduit pour le moment"""
مثانى,1,ثني,itératif.
يستثنون,1,ثني,furent circonspect.
ثواب,7,ثوب,la récompense
ثوابا,4,ثوب,Une récompense
الثواب,2,ثوب,récompense.
ثيابهم,2,ثوب,de leurs vêtements
ثياب,2,ثوب,des vêtements
لمثوبة,1,ثوب,assurément la récompense
مثابة,1,ثوب,un lieu de réunion
فأثبكم,1,ثوب,alors il vous a substitué
مثوبة,1,ثوب,en terme de rétribution
فأثبهم,1,ثوب,"Alors donc, les a récompensés"
ثيابا,1,ثوب,"""Non traduit pour le moment"""
ثيابكم,1,ثوب,"""Non traduit pour le moment"""
ثيابهن,1,ثوب,"""Non traduit pour le moment"""
وأثبهم,1,ثوب,"""Non traduit pour le moment"""
وثيابك,1,ثوب,Et ton revêtements physique
ثوب,1,ثوب,sont (pas) retribués
فتثير,2,ثور,"""Non traduit pour le moment"""
تثير,1,ثور,à labourer
وأثاروا,1,ثور,"""Non traduit pour le moment"""
مثوى,9,ثوي,demeure
مثوىكم,1,ثوي,"(est) votre demeure finale""."
مثوىه,1,ثوي,"""Non traduit pour le moment"""
مثواى,1,ثوي,"""Non traduit pour le moment"""
ثاويا,1,ثوي,"""Non traduit pour le moment"""
ومثوىكم,1,ثوي,"""Non traduit pour le moment"""
ثيبت,1,ثيب,précédemment mariées
تجءرون,1,جأر,"""Non traduit pour le moment"""
يجءرون,1,جأر,"""Non traduit pour le moment"""
تجءروا,1,جأر,"""Non traduit pour le moment"""
بجالوت,1,جالوت,pour (affronter) Goliath
لجالوت,1,جالوت,à Goliath
جالوت,1,جالوت,"Goliath,"
الجب,2,جبب,"""Non traduit pour le moment"""
بالجبت,1,جبت,dans l'influence des idoles
جبار,3,جبر,"""Non traduit pour le moment"""
جبارا,3,جبر,"""Non traduit pour le moment"""
جبارين,2,جبر,puissamments assujétissants
بجبار,1,جبر,coercitif.
الجبار,1,جبر,"l'Astreignant,"
وجبريل,2,جبريل,"et Gabriel,"
لجبريل,1,جبريل,"à Gabriel,"
الجبال,24,جبل,les montagnes
والجبال,6,جبل,"Et les montagnes,"
جبل,3,جبل,colline
الجبل,2,جبل,la montagne
للجبل,1,جبل,à la montagne
كالجبال,1,جبل,"""Non traduit pour le moment"""
جبال,1,جبل,"""Non traduit pour le moment"""
والجبلة,1,جبل,"""Non traduit pour le moment"""
يجبال,1,جبل,"""Non traduit pour le moment"""
جبلا,1,جبل,une multitude
للجبين,1,جبن,"""Non traduit pour le moment"""
جباههم,1,جبه,"""Non traduit pour le moment"""
يجتبى,2,جبي,choisit
واجتبينهم,1,جبي,et nous les avons séléctionnés
اجتبيتها,1,جبي,"tu le sélectionne?"""
يجتبيك,1,جبي,"""Non traduit pour le moment"""
اجتبىه,1,جبي,"""Non traduit pour le moment"""
واجتبينا,1,جبي,"""Non traduit pour le moment"""
اجتبه,1,جبي,"""Non traduit pour le moment"""
اجتبىكم,1,جبي,"""Non traduit pour le moment"""
يجبى,1,جبي,"""Non traduit pour le moment"""
كالجواب,1,جبي,"""Non traduit pour le moment"""
فاجتبه,1,جبي,Alors l'a choisi
اجتثت,1,جثث,"""Non traduit pour le moment"""
جثمين,5,جثم,écroulés à plat ventre.
جثيا,2,جثو,"""Non traduit pour le moment"""
جاثية,1,جثو,"""Non traduit pour le moment"""
يجحدون,7,جحد,qu'ils sont dans le déni.
يجحد,3,جحد,"""Non traduit pour le moment"""
جحدوا,1,جحد,"""Non traduit pour le moment"""
وجحدوا,1,جحد,"""Non traduit pour le moment"""
الجحيم,23,جحم,du feu intense de l'enfer.
جحيم,2,جحم,(le) feu intense de l'enfer.
وجحيما,1,جحم,et une ardeur infernale.
الأجداث,3,جدث,des tombes
جديد,6,جدد,Nouveau / nouvelle
جديدا,2,جدد,"""Non traduit pour le moment"""
جدد,1,جدد,"""Non traduit pour le moment"""
جد,1,جدد,la majesté de
وأجدر,1,جدر,"""Non traduit pour le moment"""
جدارا,1,جدر,"""Non traduit pour le moment"""
الجدار,1,جدر,"""Non traduit pour le moment"""
جدر,1,جدر,des murailles.
يجدل,5,جدل,argumentera auprès de
يجدلون,5,جدل,ils disputent
تجدل,2,جدل,argumente
يجدلونك,2,جدل,"ils argumentent avec toi,"
جدلا,2,جدل,"""Non traduit pour le moment"""
جدال,1,جدل,disputes
جدلتم,1,جدل,vous arumentez
ليجدلوكم,1,جدل,afin qu'ils argumentent avec vous.
أتجدلوننى,1,جدل,Argumentez-vous avec moi
جدلتنا,1,جدل,"""Non traduit pour le moment"""
جدلنا,1,جدل,"""Non traduit pour le moment"""
يجدلنا,1,جدل,"""Non traduit pour le moment"""
وجدلهم,1,جدل,"""Non traduit pour le moment"""
ويجدل,1,جدل,"""Non traduit pour le moment"""
جدلوك,1,جدل,"""Non traduit pour le moment"""
تجدلوا,1,جدل,"""Non traduit pour le moment"""
وجدلوا,1,جدل,"""Non traduit pour le moment"""
تجدلك,1,جدل,débattait avec toi
مجذوذ,1,جذذ,"""Non traduit pour le moment"""
جذذا,1,جذذ,"""Non traduit pour le moment"""
جذع,1,جذع,"""Non traduit pour le moment"""
بجذع,1,جذع,"""Non traduit pour le moment"""
جذوع,1,جذع,"""Non traduit pour le moment"""
جذوة,1,جذو,"""Non traduit pour le moment"""
الجوارح,1,جرح,"les oiseaux de proie,"
والجروح,1,جرح,et aux blessures
جرحتم,1,جرح,vous commettez
اجترحوا,1,جرح,"""Non traduit pour le moment"""
والجراد,1,جرد,et les sauterelles
جراد,1,جرد,"""Non traduit pour le moment"""
يجره,1,جرر,le traînant
جرزا,1,جرز,"""Non traduit pour le moment"""
الجرز,1,جرز,"""Non traduit pour le moment"""
يتجرعه,1,جرع,"""Non traduit pour le moment"""
جرف,1,جرف,"""Non traduit pour le moment"""
المجرمين,19,جرم,les criminels.
المجرمون,13,جرم,les coupables.
مجرمين,10,جرم,criminels.
جرم,5,جرم,un doute
يجرمنكم,3,جرم,laissez vous inciter à
أجرموا,3,جرم,"qui ont commis des crimes,"
للمجرمين,2,جرم,"""Non traduit pour le moment"""
بالمجرمين,2,جرم,avec les criminels
مجرمون,2,جرم,des criminels / des malveillants
مجرميها,1,جرم,de ses criminels
إجرامى,1,جرم,"""Non traduit pour le moment"""
تجرمون,1,جرم,"""Non traduit pour le moment"""
مجرما,1,جرم,"""Non traduit pour le moment"""
أجرمنا,1,جرم,"""Non traduit pour le moment"""
كالمجرمين,1,جرم,comme les criminels ?
المجرم,1,جرم,le criminel :
تجرى,48,جرى,(d'où) coule
يجرى,4,جرى,circule / se dirige
الجوار,3,جرى,Les fuyantes
لتجرى,2,جرى,"""Non traduit pour le moment"""
وجرين,1,جرى,et navigue 
مجرىها,1,جرى,"""Non traduit pour le moment"""
ولتجرى,1,جرى,"""Non traduit pour le moment"""
فالجريت,1,جرى,"""Non traduit pour le moment"""
تجريان,1,جرى,toutes deux ruisselantes.
الجارية,1,جرى,la flottante (arche).
جارية,1,جرى,s'écoulant.
جزءا,2,جزأ,un morceau.
جزء,1,جزأ,"""Non traduit pour le moment"""
أجزعنا,1,جزع,"""Non traduit pour le moment"""
جزوعا,1,جزع,(il est) affligé.
جزاء,26,جزي,récompense
نجزى,20,جزي,nous récompensons
تجزون,9,جزي,vous serez récompensés par
ليجزى,7,جزي,afin de rétribuer
يجزى,6,جزي,il sera récompensé
جزاؤهم,5,جزي,leur peine
تجزى,4,جزي,profitera
جزؤا,3,جزي,la rétribution
يجزون,3,جزي,ils sont rétribués
جزؤه,3,جزي,"""Non traduit pour le moment"""
ولنجزينهم,3,جزي,"""Non traduit pour le moment"""
سيجزون,2,جزي,seront rétribués
سيجزيهم,2,جزي,Il les rétibuera
جزينهم,2,جزي,nous les avons rétribués
ليجزيهم,2,جزي,"""Non traduit pour le moment"""
وسيجزى,1,جزي,Et récompensera
وسنجزى,1,جزي,Et nous récompenserons
فجزاؤه,1,جزي,alors sa récompense (est)
يجز,1,جزي,sera rétribué
فجزاء,1,جزي,alors une pénalité
سنجزى,1,جزي,Nous rétribuerons
الجزية,1,جزي,"""Non traduit pour le moment"""
ولنجزين,1,جزي,"""Non traduit pour le moment"""
جزاؤكم,1,جزي,"""Non traduit pour le moment"""
لتجزى,1,جزي,"""Non traduit pour le moment"""
نجزيه,1,جزي,"""Non traduit pour le moment"""
جزيتهم,1,جزي,"""Non traduit pour le moment"""
ليجزيك,1,جزي,"""Non traduit pour le moment"""
جاز,1,جزي,"""Non traduit pour le moment"""
ويجزيهم,1,جزي,et qu'il les récompense
وجزؤا,1,جزي,"""Non traduit pour le moment"""
ولتجزى,1,جزي,"""Non traduit pour le moment"""
ويجزى,1,جزي,"""Non traduit pour le moment"""
يجزىه,1,جزي,"""Non traduit pour le moment"""
الجزاء,1,جزي,"""Non traduit pour le moment"""
وجزىهم,1,جزي,"Et il les récompense,"
جسدا,4,جسد,personnifié
تجسسوا,1,جسس,"""Non traduit pour le moment"""
والجسم,1,جسم,et la force physique.
أجسامهم,1,جسم,leurs apparences
جعل,45,جعل,a fait
وجعلنا,37,جعل,et nous avons fait
جعلنا,29,جعل,nous avons fait
وجعل,29,جعل,et il a fait
يجعل,15,جعل,il fixe
نجعل,9,جعل,nous avons fait
ويجعل,8,جعل,alors qu'a placé
وجعلوا,8,جعل,Et ils érigent
جعلنه,7,جعل,nous avions fait de lui
اجعل,6,جعل,fais
جعلكم,6,جعل,fait de vous
تجعلوا,5,جعل,érigez (pas)
جعله,5,جعل,a fait cela
واجعل,5,جعل,et fait
وجعلنهم,5,جعل,et Nous les avons fait
تجعل,5,جعل,tu fais
فجعلنهم,5,جعل,alors Nous les fîmes / puis nous fîmes d'eux
وجعلنى,4,جعل,et me fit
ليجعل,3,جعل,Afin que fasse
يجعله,3,جعل,il le met
جعلنك,3,جعل,nous t'avons établi
تجعلنا,3,جعل,nous place (pas)
جعلوا,3,جعل,ils mirent 
فاجعل,3,جعل,"""Non traduit pour le moment"""
ويجعلون,3,جعل,"""Non traduit pour le moment"""
وجعلنه,3,جعل,"""Non traduit pour le moment"""
وجعلنها,3,جعل,et nous les avons établies.
جعلنها,3,جعل,"""Non traduit pour le moment"""
فجعلنه,3,جعل,alors nous le faisons / ainsi nous faisons de lui
فجعله,3,جعل,alors il le transforme en
يجعلون,2,جعل,Ils mettent
جاعل,2,جعل,vais établir
فجعلنها,2,جعل,alors nous en avons fait
واجعلنا,2,جعل,et fais nous
جعلنكم,2,جعل,nous avons fait de vous
لجعلكم,2,جعل,il aurait assurément fait de vous
لجعلنه,2,جعل,nous l'aurions sûrement fait
تجعلنى,2,جعل,me place
اجعلنى,2,جعل,"""Non traduit pour le moment"""
وجعلنكم,2,جعل,"""Non traduit pour le moment"""
أجعل,2,جعل,"""Non traduit pour le moment"""
سيجعل,2,جعل,Fera
جعلنهم,2,جعل,"""Non traduit pour le moment"""
فجعلهم,2,جعل,Alors il les a rendu
ونجعلهم,2,جعل,"""Non traduit pour le moment"""
ونجعل,2,جعل,"""Non traduit pour le moment"""
وتجعلون,2,جعل,"""Non traduit pour le moment"""
لجعلنا,2,جعل,"""Non traduit pour le moment"""
فجعل,2,جعل,puis il fît
أتجعل,1,جعل,"""Vas-tu établir"
جاعلك,1,جعل,"fais de toi,"
ولنجعلك,1,جعل,Et pour que nous fassions de toi
وجاعل,1,جعل,Et je rendrai
فنجعل,1,جعل,afin que nous invoquions
وجعلكم,1,جعل,et il a fait de vous
تجعلونه,1,جعل,Vous en faite
جعلا,1,جعل,ils font
فيجعله,1,جعل,afin de les mettre
أجعلتم,1,جعل,"""Non traduit pour le moment"""
فجعلتم,1,جعل,"""Non traduit pour le moment"""
واجعلوا,1,جعل,"""Non traduit pour le moment"""
لجعل,1,جعل,"""Non traduit pour le moment"""
يجعلوه,1,جعل,"""Non traduit pour le moment"""
اجعلوا,1,جعل,"""Non traduit pour le moment"""
جعلها,1,جعل,"""Non traduit pour le moment"""
فجعلنا,1,جعل,"""Non traduit pour le moment"""
جعلتم,1,جعل,"""Non traduit pour le moment"""
لجعلون,1,جعل,"""Non traduit pour le moment"""
واجعله,1,جعل,"""Non traduit pour le moment"""
ولنجعله,1,جعل,"""Non traduit pour le moment"""
يجعلنى,1,جعل,"""Non traduit pour le moment"""
لجعله,1,جعل,"""Non traduit pour le moment"""
لأجعلنك,1,جعل,"""Non traduit pour le moment"""
واجعلنى,1,جعل,"""Non traduit pour le moment"""
ويجعلكم,1,جعل,"""Non traduit pour le moment"""
وجاعلوه,1,جعل,"""Non traduit pour le moment"""
نجعلها,1,جعل,"""Non traduit pour le moment"""
ويجعله,1,جعل,"""Non traduit pour le moment"""
نجعلهما,1,جعل,"""Non traduit pour le moment"""
لجعلهم,1,جعل,"""Non traduit pour le moment"""
وجعلها,1,جعل,"""Non traduit pour le moment"""
أجعلنا,1,جعل,"""Non traduit pour le moment"""
نجعلهم,1,جعل,"""Non traduit pour le moment"""
جعلته,1,جعل,"""Non traduit pour le moment"""
فجعلنهن,1,جعل,"""Non traduit pour le moment"""
أفنجعل,1,جعل,Allons-nous traiter
لنجعلها,1,جعل,Nous en ferons assurément
وجعلت,1,جعل,Et j'ai fait
وجفان,1,جفن,et des écuelles
جفاء,1,جفو,une écume
تتجافى,1,جفو,quitte
وأجلب,1,جلب,"""Non traduit pour le moment"""
جلبيبهن,1,جلبب,"""Non traduit pour le moment"""
جلودهم,2,جلد,leurs peaux
جلود,2,جلد,les peaux de
جلدة,2,جلد,"""Non traduit pour le moment"""
جلودا,1,جلد,des peaux
والجلود,1,جلد,"""Non traduit pour le moment"""
فاجلدوا,1,جلد,"""Non traduit pour le moment"""
فاجلدوهم,1,جلد,"""Non traduit pour le moment"""
وجلودهم,1,جلد,"""Non traduit pour le moment"""
لجلودهم,1,جلد,"""Non traduit pour le moment"""
جلودكم,1,جلد,"""Non traduit pour le moment"""
المجلس,1,جلس,"les assemblées""."
الجلل,2,جلل,la Majesté
تجلى,2,جلو,se manifesta
يجليها,1,جلو,"peut la révélé,"
الجلاء,1,جلو,"l'expatriation,"
جلىها,1,جلو,il le révèle.
يجمحون,1,جمح,"""Non traduit pour le moment"""
جامدة,1,جمد,"""Non traduit pour le moment"""
جميعا,49,جمع,"en totalité,"
أجمعين,23,جمع,tous ensemble.
الجمعان,4,جمع,"les deux armées,"
جامع,3,جمع,rassembleras
يجمعون,3,جمع,ils amassent.
يجمع,3,جمع,rassemblera
أجمعون,3,جمع,"""Non traduit pour le moment"""
جمعا,3,جمع,ensemble.
جميع,3,جمع,"rassemblés ensembles,"
الجمع,3,جمع,"du rassemblement,"
ليجمعنكم,2,جمع,Il vous convoquera incontestablement
فأجمعوا,2,جمع,"""Non traduit pour le moment"""
مجمع,2,جمع,"""Non traduit pour le moment"""
فجمع,2,جمع,"""Non traduit pour le moment"""
يجمعكم,2,جمع,ils vous réunira
وجمع,2,جمع,Et qui amassait
جمعنهم,1,جمع,nous les convoquerons
جمعوا,1,جمع,se sont mobilisés
تجمعوا,1,جمع,vous unissiez (en même temps)
لجمعهم,1,جمع,il les réunirait
جمعكم,1,جمع,votre assemblée
مجموع,1,جمع,"""Non traduit pour le moment"""
وأجمعوا,1,جمع,"""Non traduit pour le moment"""
أجمعوا,1,جمع,"""Non traduit pour le moment"""
اجتمعت,1,جمع,"""Non traduit pour le moment"""
فجمعنهم,1,جمع,"""Non traduit pour le moment"""
اجتمعوا,1,جمع,"""Non traduit pour le moment"""
مجتمعون,1,جمع,"""Non traduit pour le moment"""
لجميع,1,جمع,"""Non traduit pour le moment"""
جمعهم,1,جمع,"""Non traduit pour le moment"""
لمجموعون,1,جمع,"""Non traduit pour le moment"""
الجمعة,1,جمع,"la congrégation (vendredi),"
نجمع,1,جمع,nous rassemblerons
جمعه,1,جمع,son rassemblement
جمعنكم,1,جمع,Nous vous avons réunis
جمع,1,جمع,amasse
جميلا,4,جمل,bel
جميل,2,جمل,"""Non traduit pour le moment"""
الجمل,1,جمل,le chameau
الجميل,1,جمل,"""Non traduit pour le moment"""
جمال,1,جمل,"""Non traduit pour le moment"""
جملة,1,جمل,"""Non traduit pour le moment"""
جملت,1,جمل,des chameaux
جما,1,جمم,excessif.
جانب,5,جنب,côté
جنوبهم,2,جنب,leurs côtés.
جنبا,2,جنب,après un orgasme sexuel
واجتنبوا,2,جنب,"""Non traduit pour le moment"""
بجانبه,2,جنب,"""Non traduit pour le moment"""
جنب,2,جنب,l'égard de
بجانب,2,جنب,"""Non traduit pour le moment"""
اجتنبوا,2,جنب,évitent
يجتنبون,2,جنب,"""Non traduit pour le moment"""
تجتنبوا,1,جنب,vous vous abstenez
الجنب,1,جنب,"l'éloigné,"
بالجنب,1,جنب,"d'à côté,"
جنوبكم,1,جنب,vos flancs.
فاجتنبوه,1,جنب,Alors tenez vous-en donc à l'écart
